Date,Product_Category,Region,Units_Sold,Revenue,Cost,Profit,Marketing_Spend,Customer_Satisfaction,Month
2022-11-06,Clothing,South,81,4116.55,2404.14,1712.4100000000003,2651.47,62.31,11
2021-05-16,Electronics,North,93,50379.16,37900.21,12478.950000000004,2564.09,98.81,5
2022-07-31,Electronics,South,105,47181.6,42233.17,4948.43,4305.35,94.23,7
2025-03-30,Electronics,East,99,48242.42,33548.24,14694.18,1458.29,84.56,3
2027-11-21,Office Supplies,North,78,3627.13,2224.47,1402.6600000000003,3692.11,88.8,11
2025-09-07,Food,South,98,1890.6,895.34,995.2599999999999,2410.09,69.8,9
2023-12-17,Office Supplies,West,102,4377.8,2630.41,1747.3900000000003,1914.78,77.59,12
2021-10-31,Food,North,108,2074.5,1227.67,846.8299999999999,1357.05,73.75,10
2023-10-29,Office Supplies,South,97,3836.7,2238.03,1598.6699999999996,2797.93,99.27,10
2027-06-27,Office Supplies,East,111,4681.22,2437.03,2244.19,1652.44,51.03,6
2027-01-17,Clothing,East,99,4727.89,3293.86,1434.0300000000002,2070.72,65.12,1
2026-09-20,Office Supplies,North,108,4406.1,2777.42,1628.6800000000003,911.69,99.34,9
2025-08-17,Furniture,South,105,29960.12,20415.29,9544.829999999998,4443.51,85.33,8
2027-08-22,Clothing,North,92,4108.16,2860.55,1247.6099999999997,2440.97,89.03,8
2021-10-24,Office Supplies,North,113,4031.91,2506.88,1525.0299999999997,580.97,58.71,10
2021-10-31,Electronics,South,100,49196.31,38625.47,10570.839999999997,4929.06,69.79,10
2025-09-28,Furniture,South,80,21608.78,17572.99,4035.7899999999972,1709.71,59.54,9
2022-10-23,Furniture,West,91,29019.67,14488.23,14531.439999999999,4516.31,83.21,10
2024-11-24,Furniture,South,96,29301.01,17204.98,12096.029999999999,3785.49,97.02,11
2028-05-14,Clothing,East,92,4607.61,2662.83,1944.7799999999997,2409.39,82.8,5
2026-12-27,Office Supplies,North,111,5258.14,2937.88,2320.26,3842.12,55.85,12
2027-02-14,Office Supplies,North,89,3451.63,2278.88,1172.75,3242.62,70.81,2
2021-06-13,Electronics,East,102,55719.53,35813.46,19906.07,4594.57,90.89,6
2019-09-29,Electronics,South,97,56886.21,34202.18,22684.03,2723.8,93.48,9
2025-06-22,Furniture,East,97,30246.21,19242.01,11004.2,4554.59,87.08,6
2025-11-23,Electronics,East,104,48517.39,34940.11,13577.279999999999,4520.01,58.27,11
2021-06-20,Clothing,West,101,5034.56,3385.43,1649.1300000000006,2352.8,95.16,6
2024-02-11,Office Supplies,East,88,4006.39,2612.06,1394.33,2652.71,68.56,2
2028-02-13,Furniture,North,110,30713.15,23761.65,6951.5,5197.53,94.7,2
2027-06-13,Electronics,East,102,57315.01,32569.14,24745.870000000003,3141.09,66.88,6
2028-01-23,Clothing,North,102,5169.06,2549.46,2619.6000000000004,2905.76,79.45,1
2027-04-25,Clothing,North,94,5014.95,3205.16,1809.79,3009.19,52.68,4
2021-11-21,Electronics,North,111,48177.76,36488.12,11689.64,1880.52,77.72,11
2026-12-13,Office Supplies,South,105,3932.76,2381.42,1551.3400000000001,1645.23,97.43,12
2028-02-27,Electronics,West,99,50203.36,36641.34,13562.020000000004,4613.75,89.29,2
2024-09-15,Furniture,North,92,29648.34,20237.82,9410.52,3007.15,88.02,9
2020-11-22,Electronics,North,109,64785.98,38605.9,26180.08,5132.02,68.79,11
2024-01-14,Clothing,South,103,5038.55,3662.44,1376.1100000000001,3640.84,88.14,1
2023-10-29,Electronics,North,113,57242.52,37938.43,19304.089999999997,1717.98,83.5,10
2021-10-03,Office Supplies,East,112,5167.39,2750.26,2417.13,1181.94,81.32,10
2025-08-17,Food,East,96,2058.81,916.44,1142.37,4490.62,99.82,8
2021-02-21,Electronics,West,102,54311.07,38403.89,15907.18,1499.15,66.8,2
2028-07-30,Office Supplies,North,91,4197.61,2231.25,1966.3599999999997,4201.79,59.46,7
2020-02-23,Office Supplies,South,108,4417.13,2831.08,1586.0500000000002,3508.35,59.99,2
2026-01-25,Clothing,East,94,4746.59,2638.52,2108.07,3225.91,60.54,1
2019-01-13,Office Supplies,South,89,3961.47,2264.74,1696.73,3789.44,96.37,1
2026-05-17,Office Supplies,South,109,3734.57,2436.88,1297.69,4220.93,71.56,5
2024-10-27,Office Supplies,East,89,3472.16,2120.74,1351.42,2121.42,64.63,10
2023-11-12,Office Supplies,South,103,3612.03,2316.68,1295.3500000000004,707.35,81.85,11
2021-09-05,Furniture,East,91,31939.62,20161.97,11777.649999999998,1242.51,64.78,9
2027-09-05,Furniture,South,91,31074.61,21221.28,9853.330000000002,2528.42,67.52,9
2019-09-15,Clothing,East,105,5117.76,3354.47,1763.2900000000004,2677.8,83.91,9
2022-01-23,Electronics,North,107,42475.26,39618.38,2856.8800000000047,2632.63,89.72,1
2019-03-03,Office Supplies,West,97,3606.45,2318.96,1287.4899999999998,1851.96,92.48,3
2023-06-18,Electronics,East,96,49578.05,33693.42,15884.630000000005,4536.46,72.64,6
2020-11-22,Electronics,East,99,47131.03,33158.02,13973.010000000002,1564.15,85.51,11
2021-10-24,Clothing,West,97,4423.09,2543.25,1879.8400000000001,2443.92,95.66,10
2024-10-27,Office Supplies,East,92,3196.59,2496.38,700.21,1193.58,64.71,10
2022-12-25,Office Supplies,East,98,3843.29,2812.29,1031.0,4304.49,62.47,12
2021-07-04,Food,South,102,2188.32,1065.21,1123.1100000000001,2147.57,87.87,7
2026-09-27,Electronics,West,90,40304.99,28151.66,12153.329999999998,883.58,72.0,9
2021-11-28,Electronics,North,95,48200.82,33505.99,14694.830000000002,3056.23,93.16,11
2020-01-12,Furniture,East,104,29901.61,21654.57,8247.04,2793.63,55.85,1
2021-04-18,Food,West,81,1671.74,820.47,851.27,904.69,86.69,4
2022-01-30,Furniture,South,96,32117.85,22698.56,9419.289999999997,2165.32,67.76,1
2026-10-25,Furniture,North,104,31334.42,20266.37,11068.05,1015.39,93.65,10
2021-03-21,Furniture,West,93,33190.99,19008.8,14182.189999999999,2184.44,78.03,3
2020-06-07,Clothing,North,87,4704.16,2423.25,2280.91,821.56,53.78,6
2021-02-28,Clothing,North,92,4263.49,2691.45,1572.04,2882.22,61.31,2
2027-09-26,Furniture,North,110,33629.36,22585.62,11043.740000000002,4013.54,80.85,9
2027-01-17,Food,East,112,2158.53,1173.46,985.0700000000002,4960.47,89.47,1
2027-01-31,Electronics,East,124,64434.11,50302.78,14131.330000000002,1994.04,71.18,1
2020-12-27,Food,South,85,1581.36,914.37,666.9899999999999,976.98,55.79,12
2025-07-06,Office Supplies,South,121,4851.29,2883.55,1967.7399999999998,1793.43,99.47,7
2023-11-12,Clothing,West,82,3658.64,2514.44,1144.1999999999998,2951.53,94.89,11
2023-05-07,Electronics,South,119,57992.68,42260.76,15731.919999999998,5392.46,89.7,5
2021-02-21,Electronics,North,109,48045.54,38902.8,9142.739999999998,4638.67,67.92,2
2028-01-23,Office Supplies,North,100,4053.17,2708.87,1344.3000000000002,1322.03,56.98,1
2020-11-22,Office Supplies,East,98,4505.75,2556.9,1948.85,3936.44,63.79,11
2021-12-05,Furniture,North,114,32376.1,23314.59,9061.509999999998,2728.5,80.08,12
2025-09-07,Clothing,West,114,5599.8,3559.63,2040.17,1851.33,82.71,9
2026-09-13,Clothing,North,77,3258.72,2561.96,696.7599999999998,3600.87,92.24,9
2026-05-10,Food,North,108,2004.39,997.67,1006.7200000000001,3029.78,88.68,5
2026-01-04,Furniture,West,110,33251.59,21604.44,11647.149999999998,3758.77,61.57,1
2025-06-22,Furniture,South,97,30291.5,19727.26,10564.240000000002,689.22,65.98,6
2022-09-18,Furniture,South,121,39612.31,23858.07,15754.239999999998,5844.51,72.21,9
2024-12-08,Furniture,West,96,29398.93,22353.17,7045.760000000002,2803.22,63.9,12
2022-02-13,Clothing,East,101,4693.67,2744.55,1949.12,3033.51,51.46,2
2022-12-25,Clothing,North,81,4090.12,2061.29,2028.83,2993.37,54.79,12
2027-07-11,Furniture,West,83,22716.44,14749.46,7966.98,3539.32,52.51,7
2022-03-27,Food,North,115,1781.09,1073.73,707.3599999999999,2213.34,64.28,3
2028-04-09,Electronics,East,105,51072.94,34545.63,16527.310000000005,728.42,89.05,4
2022-01-30,Electronics,North,92,40635.31,25386.99,15248.319999999996,4159.48,82.9,1
2020-04-19,Food,West,99,1901.44,963.69,937.75,3917.01,75.02,4
2024-07-14,Furniture,North,95,24032.03,18212.47,5819.559999999998,2815.44,63.72,7
2026-08-16,Clothing,South,99,4878.74,3030.29,1848.4499999999998,4434.8,77.97,8
2024-04-21,Electronics,East,100,52690.66,37906.78,14783.880000000005,3635.13,66.22,4
2024-10-27,Office Supplies,East,101,3748.17,2357.12,1391.0500000000002,4400.94,91.02,10
2026-09-27,Office Supplies,East,88,3142.71,2161.88,980.8299999999999,1953.72,80.97,9
2026-05-10,Food,West,86,1975.46,839.21,1136.25,4290.8,59.56,5
2026-07-05,Furniture,East,84,19308.86,14503.89,4804.970000000001,1570.98,59.9,7
2021-08-01,Electronics,South,101,49971.2,25793.2,24177.999999999996,4672.5,88.81,8
2022-09-25,Furniture,West,89,27198.77,15921.94,11276.83,2216.22,89.86,9
2026-09-06,Electronics,South,118,64562.79,45885.74,18677.050000000003,2398.29,90.25,9
2021-06-13,Food,North,100,1884.16,977.5,906.6600000000001,1557.47,91.51,6
2019-08-18,Food,North,94,1857.58,965.72,891.8599999999999,1588.9,63.99,8
2022-05-15,Office Supplies,North,92,3621.76,2294.06,1327.7000000000003,4011.93,86.56,5
2027-10-24,Furniture,North,104,27770.92,19110.86,8660.059999999998,3785.31,68.21,10
2027-06-27,Office Supplies,South,102,4030.93,2554.11,1476.8199999999997,794.06,76.77,6
2026-02-08,Furniture,West,78,27060.39,16241.2,10819.189999999999,853.2,75.66,2
2028-01-02,Office Supplies,West,108,3818.05,2616.59,1201.46,1617.86,65.88,1
2026-03-08,Clothing,East,101,4862.67,2964.42,1898.25,913.67,59.66,3
2019-06-02,Clothing,South,85,4310.26,2421.5,1888.7600000000002,1524.02,63.99,6
2023-07-23,Clothing,North,100,5606.49,2624.47,2982.02,4417.85,87.95,7
2022-01-09,Clothing,South,95,4692.39,3353.83,1338.5600000000004,3441.02,77.64,1
2019-09-22,Electronics,East,108,50484.25,35403.69,15080.559999999998,1980.47,95.54,9
2023-05-28,Clothing,East,103,6018.12,3195.59,2822.5299999999997,2121.3,70.39,5
2025-12-28,Food,South,88,1746.23,872.16,874.07,3716.33,79.24,12
2019-12-22,Food,South,102,2260.14,960.95,1299.1899999999998,1641.53,98.8,12
2027-05-23,Electronics,South,98,42660.28,30066.96,12593.32,1865.53,56.11,5
2024-01-21,Clothing,West,102,5255.58,2814.9,2440.68,4526.79,89.53,1
2024-06-02,Clothing,North,107,5426.69,2847.71,2578.9799999999996,1043.42,52.26,6
2019-07-07,Clothing,South,93,4867.54,3370.67,1496.87,808.27,51.75,7
2023-04-30,Office Supplies,South,114,4672.13,2008.37,2663.76,1171.65,58.45,4
2024-04-21,Furniture,South,94,31699.28,17478.83,14220.449999999997,2614.96,81.9,4
2024-06-23,Office Supplies,East,110,3658.73,2182.21,1476.52,3612.92,83.27,6
2020-11-08,Furniture,East,106,38878.74,21223.16,17655.579999999998,642.25,71.48,11
2024-06-09,Clothing,West,101,4717.56,2911.09,1806.4700000000003,957.44,80.16,6
2026-01-11,Clothing,North,111,4623.54,3383.24,1240.3000000000002,2907.4,74.61,1
2027-08-01,Office Supplies,West,108,4558.71,2400.82,2157.89,4335.27,89.57,8
2028-03-19,Office Supplies,North,105,4319.11,3280.41,1038.6999999999998,813.26,64.39,3
2027-09-05,Furniture,East,111,35576.63,22076.91,13499.719999999998,2172.48,83.06,9
2025-01-26,Food,East,100,1749.57,1076.58,672.99,3426.91,60.62,1
2024-10-27,Furniture,East,97,30176.71,18052.69,12124.02,980.17,99.85,10
2021-10-24,Office Supplies,West,109,4520.09,2388.57,2131.52,2562.79,56.32,10
2019-01-27,Office Supplies,South,87,3507.47,2108.96,1398.5099999999998,3593.46,92.1,1
2019-09-01,Electronics,South,89,51305.68,30853.19,20452.49,3139.75,86.21,9
2022-09-04,Office Supplies,East,97,4770.06,2394.14,2375.9200000000005,4001.12,69.89,9
2019-12-08,Electronics,South,100,51927.16,39485.81,12441.350000000006,1246.55,51.23,12
2019-04-28,Food,South,85,1821.86,670.93,1150.9299999999998,3637.31,56.37,4
2022-04-17,Furniture,West,106,32996.7,21859.78,11136.919999999998,1248.78,92.58,4
2023-03-19,Furniture,North,100,25223.57,21748.35,3475.220000000001,4268.89,80.72,3
2022-01-09,Electronics,East,103,43575.41,37878.22,5697.190000000002,4020.61,54.08,1
2028-02-20,Furniture,East,95,27864.0,20032.86,7831.139999999999,1021.24,72.12,2
2019-11-17,Office Supplies,West,88,3550.42,2152.88,1397.54,4014.71,91.86,11
2026-02-22,Clothing,West,91,4512.06,1859.73,2652.3300000000004,1758.28,94.71,2
2019-02-10,Electronics,South,101,43691.82,38611.26,5080.559999999998,1862.97,94.56,2
2020-11-22,Furniture,East,86,22827.4,17506.21,5321.190000000002,786.42,90.76,11
2026-04-12,Electronics,North,92,46566.29,35176.36,11389.93,3822.75,69.2,4
2023-06-18,Electronics,West,108,51082.63,32712.76,18369.87,2873.03,56.9,6
2019-09-15,Clothing,North,94,4669.21,2912.46,1756.75,840.76,53.29,9
2024-05-12,Office Supplies,North,104,4122.4,2854.1,1268.2999999999997,2017.73,73.82,5
2025-09-07,Electronics,East,89,43961.12,24898.88,19062.24,3887.52,79.62,9
2028-07-09,Furniture,East,90,24337.19,20553.4,3783.7899999999972,3440.95,83.33,7
2024-10-13,Food,West,106,2160.19,954.77,1205.42,1754.67,90.2,10
2022-06-19,Electronics,East,102,51601.21,35088.28,16512.93,3602.29,88.37,6
2020-10-25,Electronics,East,118,58524.66,33239.86,25284.800000000003,4819.46,61.63,10
2020-11-22,Clothing,East,91,4677.45,2319.62,2357.83,2598.99,64.11,11
2022-08-07,Office Supplies,North,99,3541.41,2237.2,1304.21,3932.09,82.6,8
2028-03-19,Food,West,98,1812.86,975.61,837.2499999999999,702.09,64.78,3
2021-03-21,Furniture,South,106,31929.1,22803.78,9125.32,1826.42,69.96,3
2022-08-28,Food,North,116,2712.08,1286.37,1425.71,1383.46,98.85,8
2023-11-05,Furniture,East,91,24287.07,18446.85,5840.220000000001,4114.44,53.73,11
2027-12-26,Office Supplies,North,97,4272.15,2606.64,1665.5099999999998,1957.33,97.08,12
2026-12-20,Furniture,East,99,34830.09,20237.3,14592.789999999997,4611.9,98.76,12
2028-01-09,Clothing,East,93,4410.54,3033.03,1377.5099999999998,4510.0,81.41,1
2022-01-30,Clothing,North,73,3724.15,2298.79,1425.3600000000001,1374.28,68.5,1
2023-11-26,Clothing,West,93,5316.87,2859.63,2457.24,1795.76,78.99,11
2025-03-09,Clothing,East,98,5422.67,2786.68,2635.9900000000002,2548.27,53.84,3
2021-06-13,Food,West,93,1678.1,929.84,748.2599999999999,942.68,97.05,6
2019-05-05,Office Supplies,South,112,4418.92,3096.91,1322.0100000000002,5528.46,50.01,5
2024-05-19,Furniture,East,103,35576.23,23651.92,11924.310000000005,2635.25,69.85,5
2028-05-21,Furniture,West,95,22016.57,16732.27,5284.299999999999,3597.86,56.77,5
2023-04-09,Clothing,West,108,5119.24,3080.57,2038.6699999999996,1815.61,76.26,4
2020-01-12,Clothing,South,92,4214.25,2621.02,1593.23,3257.07,51.9,1
2020-02-09,Electronics,West,101,58078.28,38560.97,19517.309999999998,1481.8,52.1,2
2025-03-09,Office Supplies,West,114,4209.19,2775.52,1433.6699999999996,1167.53,62.71,3
2025-11-23,Food,South,111,2280.5,903.56,1376.94,3943.57,79.64,11
2022-05-01,Furniture,East,104,30358.1,20198.12,10159.98,4632.64,77.92,5
2024-05-12,Electronics,West,107,51765.03,40947.62,10817.409999999996,3493.34,76.18,5
2021-03-07,Electronics,West,95,45938.86,26679.8,19259.06,2623.15,60.04,3
2024-07-07,Furniture,West,90,29775.28,16825.48,12949.8,4158.94,67.99,7
2027-04-04,Food,North,107,1933.44,1004.59,928.85,3801.93,66.15,4
2025-07-20,Electronics,South,84,48475.03,24756.52,23718.51,3450.37,73.48,7
2021-11-21,Electronics,North,91,47314.06,30291.77,17022.289999999997,2985.43,67.09,11
